id,edad,genero,nivel_educativo,region,ingreso_mensual,saldo_cuenta,score_crediticio,dias_mora_12m,monto_prestamo_solicitado
2405,29,F,Universitario,Sur,3548.82,5846.04,680.0,7.0,11204.89
2406,66,M,Primaria,,808.86,3045.95,499.0,9.0,760.8
2407,47,F,Tecnico,Sur,3052.18,3911.32,665.0,3.0,10018.28
2408,38,F,Secundaria,Oriente,1443.13,3165.69,545.0,6.0,3848.34
2409,48,M,Primaria,Norte,1513.64,4278.84,,3.0,3212.25
2410,75,M,Universitario,,1915.66,2520.35,592.0,8.0,4417.45
2411,41,F,Universitario,Occidente,2500.67,4167.65,607.0,8.0,7829.92
2412,37,F,Tecnico,Sur,1924.18,3200.51,608.0,10.0,8585.54
2413,54,F,Universitario,Occidente,1301.37,3630.14,572.0,,6113.9
2414,21,F,Postgrado,Sur,2535.3,4540.03,583.0,10.0,11662.45
2415,45,F,Primaria,Oriente,1362.25,4090.88,631.0,6.0,
2416,61,M,Postgrado,,2440.5,5074.35,579.0,9.0,8407.86
2417,37,M,Tecnico,Norte,1929.91,3192.03,581.0,5.0,6803.29
2418,41,M,Universitario,Norte,2205.31,3066.89,627.0,8.0,7393.32
2419,67,F,Tecnico,Centro,2469.62,3636.58,636.0,4.0,
2420,66,F,Tecnico,Centro,1748.76,3677.89,539.0,8.0,4101.16
2421,68,F,Tecnico,Oriente,5528.27,12006.4,731.0,8.0,18207.0
2422,49,F,Secundaria,Occidente,627.27,750.38,505.0,8.0,792.98
2423,58,F,Universitario,Sur,1733.88,2607.36,566.0,13.0,6562.42
2424,53,F,Primaria,,1664.64,3520.25,511.0,6.0,4515.95
2425,75,M,Secundaria,Occidente,1737.99,,524.0,7.0,5028.39
2426,70,F,Primaria,Sur,1542.03,2404.15,607.0,12.0,4236.23
2427,51,F,Secundaria,Oriente,360.83,1891.53,381.0,10.0,597.18
2428,53,M,Secundaria,Occidente,1412.95,3766.23,544.0,8.0,1869.54
2429,19,F,Primaria,Occidente,,2298.14,520.0,7.0,3083.17
2430,32,F,Secundaria,Sur,,2961.26,478.0,6.0,4016.71
2431,51,M,Secundaria,Oriente,1792.75,3537.42,619.0,7.0,8303.9
2432,53,M,Primaria,Sur,1234.09,3041.16,599.0,6.0,3870.53
2433,23,F,Secundaria,Centro,1379.92,3561.43,517.0,11.0,4512.9
2434,56,F,Postgrado,Sur,1925.22,4365.06,584.0,5.0,8134.26
2435,59,F,Primaria,Centro,,538.14,579.0,9.0,4874.18
2436,68,M,Secundaria,Centro,1493.01,3080.91,538.0,11.0,4711.62
2437,68,M,Primaria,Oriente,,2487.61,553.0,7.0,4400.47
2438,75,M,Primaria,Centro,,3028.86,558.0,9.0,5106.51
2439,71,M,Tecnico,Sur,1619.64,3202.15,620.0,8.0,1808.83
2440,29,M,Secundaria,Oriente,762.59,1407.29,413.0,7.0,2374.26
2441,20,F,Secundaria,Occidente,1929.76,3239.01,,7.0,5321.42
2442,62,M,Primaria,Centro,2898.01,4581.53,662.0,8.0,6522.94
2443,35,M,Tecnico,Occidente,2012.4,3116.11,617.0,6.0,7060.51
2444,57,M,Universitario,Occidente,2824.2,6188.59,635.0,8.0,10301.87
2445,38,M,Secundaria,Sur,2924.23,5835.35,602.0,6.0,8017.39
2446,32,F,Primaria,Oriente,2771.83,5650.1,,10.0,7216.45
2447,50,F,Primaria,Centro,1127.02,1574.3,492.0,6.0,4342.06
2448,52,F,Tecnico,Occidente,1327.11,2816.43,511.0,10.0,4372.13
2449,43,M,Primaria,Sur,1464.31,4108.38,530.0,9.0,721.97
2450,25,M,Secundaria,Centro,1557.26,2914.07,542.0,6.0,5285.85
2451,53,M,Primaria,Centro,,4044.41,534.0,5.0,8128.82
2452,65,M,Primaria,Sur,1257.4,1858.99,492.0,7.0,4283.74
2453,47,F,Primaria,Centro,1255.28,1948.32,509.0,9.0,6937.57
2454,40,M,Secundaria,Oriente,970.49,1975.53,508.0,6.0,2324.71
2455,59,F,Primaria,Centro,1965.19,2981.19,566.0,8.0,5385.53
2456,61,M,Secundaria,Sur,1170.02,1508.63,538.0,8.0,4001.73
2457,31,F,Tecnico,Sur,1029.94,1718.8,566.0,8.0,4970.54
2458,31,F,Secundaria,Occidente,445.12,964.42,405.0,11.0,2410.71
2459,19,F,Tecnico,Oriente,1642.98,2467.4,621.0,5.0,4540.68
2460,72,F,Universitario,,1847.75,3463.44,635.0,7.0,5907.0
2461,54,F,Tecnico,Occidente,1659.8,2090.14,589.0,8.0,6221.74
2462,22,F,Universitario,Sur,1851.46,3463.98,554.0,9.0,5634.42
2463,55,M,Secundaria,Oriente,,835.94,526.0,9.0,3967.58
2464,62,M,Secundaria,Centro,1077.1,2804.0,548.0,8.0,4806.69
2465,58,F,Tecnico,Oriente,1327.08,1145.9,541.0,12.0,2137.89
2466,71,F,Tecnico,Centro,1242.33,3480.51,,6.0,5034.2
2467,64,M,Secundaria,Occidente,1433.49,2923.04,538.0,9.0,2880.87
2468,31,M,Primaria,Centro,701.69,1735.6,446.0,8.0,2446.08
2469,73,F,Tecnico,Norte,3366.37,,,5.0,12590.2
2470,56,M,Universitario,Norte,2457.92,4858.38,582.0,7.0,8437.58
2471,42,M,Secundaria,Norte,752.17,1504.26,545.0,11.0,2621.4
2472,37,M,Postgrado,Centro,3609.59,5576.31,579.0,8.0,11644.54
2473,19,F,Secundaria,Sur,,2337.95,450.0,4.0,2018.0
2474,56,M,Primaria,Occidente,1974.8,2888.07,,4.0,7052.59
2475,23,F,Secundaria,Centro,1096.38,3845.44,436.0,7.0,2386.78
2476,34,M,Secundaria,Norte,2765.59,4351.34,603.0,9.0,7652.13
2477,42,F,Tecnico,Oriente,2824.52,3789.97,618.0,8.0,8813.45
2478,74,F,Secundaria,Norte,,16134.39,768.0,6.0,32313.48
2479,45,M,Tecnico,Occidente,1893.12,4030.93,500.0,7.0,6517.34
2480,19,F,Primaria,Centro,,3178.08,621.0,10.0,
2481,52,M,Secundaria,Sur,1539.33,2328.57,534.0,6.0,7092.74
2482,54,M,Secundaria,Norte,1596.5,2925.28,571.0,12.0,6343.42
2483,22,F,Postgrado,Norte,5524.54,9818.15,684.0,3.0,18040.67
2484,18,M,Secundaria,Oriente,2024.46,4358.29,584.0,8.0,
2485,57,F,Universitario,Centro,2372.31,3795.96,628.0,10.0,7820.18
2486,29,M,Secundaria,Occidente,2650.0,4368.13,651.0,5.0,9040.58
2487,73,M,Primaria,Sur,1999.56,4176.87,529.0,8.0,5202.94
2488,53,M,Secundaria,Oriente,3089.67,6624.41,723.0,,11355.08
2489,62,F,Secundaria,Occidente,,4553.57,535.0,8.0,8069.22
2490,40,M,Postgrado,Centro,2805.56,,644.0,4.0,6283.92
2491,64,F,Tecnico,Oriente,1527.63,3581.33,571.0,,3827.92
2492,48,M,Universitario,Norte,2006.62,2877.23,563.0,4.0,8150.66
2493,28,M,Universitario,Sur,,5751.16,648.0,11.0,9441.47
2494,27,F,Tecnico,Oriente,3198.69,4385.9,655.0,6.0,12737.61
2495,20,F,Tecnico,Centro,2774.18,6642.02,592.0,6.0,7020.9
2496,71,M,Tecnico,Norte,1001.46,1998.89,397.0,15.0,2316.04
2497,31,F,Tecnico,Sur,1277.62,3028.72,506.0,12.0,500.0
2498,33,M,Secundaria,Occidente,2005.11,3292.61,662.0,4.0,5801.02
2499,27,F,Secundaria,Occidente,2532.38,4161.79,575.0,5.0,7750.54
2500,46,F,Tecnico,Oriente,2085.43,3669.34,574.0,3.0,6784.42
2501,27,F,Primaria,Centro,,4031.12,585.0,10.0,5382.96
2502,29,F,Secundaria,Occidente,624.62,3017.29,,5.0,
2503,47,M,Universitario,Occidente,2207.27,4290.89,543.0,4.0,8140.35
2504,58,F,Secundaria,Centro,2929.79,5815.31,679.0,,10357.04
2505,18,F,Tecnico,Norte,1998.88,,595.0,7.0,6982.78
2506,22,M,Secundaria,Occidente,1003.64,1870.46,,11.0,500.0
2507,37,M,Universitario,Occidente,3392.85,6651.29,610.0,9.0,9026.76
2508,25,F,Secundaria,Norte,1543.23,2749.76,522.0,7.0,3830.87
2509,60,F,Postgrado,Occidente,2777.65,6121.36,658.0,6.0,8584.58
2510,29,M,Postgrado,Sur,1586.29,2196.18,,3.0,5034.34
2511,18,F,Universitario,Occidente,3129.8,6606.59,,6.0,12793.19
2512,74,F,Primaria,Centro,,2344.12,497.0,8.0,4217.18
2513,71,M,Secundaria,Sur,4160.99,9156.69,774.0,3.0,17054.46
2514,37,M,Postgrado,Centro,1466.07,1243.01,,4.0,3258.89
2515,45,F,Universitario,Occidente,2476.17,5320.76,568.0,6.0,4606.73
2516,74,M,Universitario,Centro,3580.68,5914.19,743.0,8.0,12783.4
2517,60,M,Tecnico,Oriente,1180.21,2840.66,513.0,6.0,3705.69
2518,54,F,Secundaria,Norte,1116.56,2720.38,544.0,5.0,2394.01
2519,64,F,Primaria,Oriente,1836.89,2622.17,573.0,5.0,3449.74
2520,54,F,Universitario,Centro,1602.75,3456.07,492.0,7.0,5142.24
2521,29,F,Universitario,Norte,5553.68,9726.5,721.0,3.0,20354.61
2522,54,M,Primaria,Centro,1260.41,1715.67,584.0,6.0,2639.11
2523,66,M,Secundaria,Norte,1301.64,838.66,498.0,8.0,5301.11
2524,66,F,Tecnico,Oriente,3914.47,8174.59,667.0,3.0,12771.58
2525,73,M,Tecnico,Centro,1187.03,2063.61,610.0,8.0,500.0
2526,61,F,Primaria,Norte,2713.36,4043.69,688.0,10.0,8129.17
2527,73,M,Secundaria,Centro,1023.7,2096.2,544.0,12.0,3224.74
2528,45,M,Secundaria,Sur,2661.31,4875.31,656.0,12.0,9652.93
2529,64,M,Secundaria,Norte,3624.11,5787.09,686.0,5.0,11122.27
2530,32,F,Universitario,Centro,2246.65,3323.0,567.0,12.0,5729.05
2531,23,M,Tecnico,Sur,1652.1,3859.88,537.0,12.0,5627.29
2532,61,M,Universitario,Sur,2191.65,4114.22,660.0,9.0,7428.28
2533,37,M,Universitario,Sur,1672.61,2493.04,,9.0,5205.88
2534,67,F,Secundaria,Centro,1636.3,2640.46,498.0,11.0,2138.77
2535,31,M,Universitario,Norte,3533.36,6067.83,665.0,8.0,9976.8
2536,19,M,Postgrado,Oriente,4107.34,6051.39,597.0,6.0,14439.23
2537,26,M,Tecnico,Occidente,2193.04,4700.98,569.0,8.0,7467.73
2538,54,F,Secundaria,,1104.58,1696.1,443.0,5.0,2411.22
2539,37,M,Tecnico,Centro,1098.14,1853.31,507.0,12.0,2510.52
2540,43,M,Universitario,,5331.59,10046.33,722.0,7.0,19443.55
2541,46,M,Primaria,Occidente,,2190.42,509.0,8.0,1312.14
2542,18,F,Secundaria,Sur,1335.51,2565.12,550.0,8.0,4474.92
2543,72,F,Universitario,Occidente,3568.61,5551.22,655.0,4.0,12251.62
2544,52,F,Postgrado,Centro,6676.85,11819.25,700.0,5.0,24912.35
2545,23,F,Secundaria,Oriente,1458.78,2570.92,558.0,12.0,5964.31
2546,54,F,Secundaria,Sur,1738.46,1664.67,506.0,6.0,4551.22
2547,70,M,Secundaria,Sur,1280.51,2685.77,598.0,9.0,
2548,22,F,Secundaria,Sur,3141.73,6181.35,661.0,3.0,10782.8
2549,50,F,Universitario,Sur,4523.75,8216.87,649.0,1.0,14206.53
2550,66,F,Primaria,Oriente,801.75,774.49,444.0,16.0,
2551,68,M,Secundaria,Occidente,2120.17,3986.07,584.0,8.0,7470.84
2552,31,F,Universitario,,,4833.84,597.0,10.0,7387.06
2553,29,M,Secundaria,Sur,1683.27,2856.21,574.0,11.0,2940.82
2554,59,F,Universitario,Occidente,1730.7,,564.0,11.0,
2555,37,M,Secundaria,Norte,616.81,1456.1,452.0,9.0,1681.33
2556,70,M,Universitario,Centro,1538.85,1255.26,543.0,11.0,3196.7
2557,67,M,Postgrado,Norte,,4444.82,695.0,4.0,10379.88
2558,41,M,Secundaria,Norte,1196.89,2572.61,550.0,6.0,1516.61
2559,60,F,Universitario,Occidente,866.29,1665.8,528.0,4.0,3149.77
2560,51,M,Postgrado,Centro,3866.45,7711.7,693.0,11.0,14864.96
2561,42,M,Postgrado,Sur,1751.33,3341.64,618.0,5.0,
2562,67,F,Secundaria,Norte,1547.5,3305.53,477.0,9.0,5436.48
2563,46,M,Secundaria,Norte,888.04,,,6.0,5909.34
2564,74,F,Secundaria,Occidente,713.32,1551.42,526.0,15.0,1243.77
2565,56,M,Secundaria,Sur,1508.31,1897.18,595.0,8.0,4642.83
2566,48,M,Secundaria,Norte,,3193.69,566.0,10.0,3951.2
2567,73,F,Secundaria,Occidente,1662.01,3208.91,546.0,8.0,4997.71
2568,64,F,Tecnico,Centro,3854.53,5965.7,709.0,5.0,14802.38
2569,60,M,Tecnico,Centro,2567.01,4437.82,,,11259.98
2570,67,F,Universitario,Sur,6117.89,,680.0,1.0,19786.9
2571,40,F,Universitario,Norte,2083.45,3596.89,636.0,6.0,6632.54
2572,61,F,Secundaria,Sur,1125.46,1778.98,510.0,7.0,
2573,55,M,Secundaria,Sur,1892.44,2798.65,546.0,7.0,7778.43
2574,37,M,Universitario,Centro,5487.7,9014.84,664.0,1.0,19220.47
2575,40,F,Secundaria,Oriente,903.64,844.83,463.0,5.0,1249.09
2576,62,F,Primaria,Centro,2343.78,5833.17,627.0,5.0,7401.49
2577,69,M,Universitario,Oriente,3132.5,5930.72,640.0,8.0,10458.94
2578,33,F,Primaria,Norte,967.09,609.81,454.0,3.0,500.0
2579,67,M,Universitario,Occidente,4956.81,8937.86,684.0,6.0,17294.31
2580,59,M,Universitario,Occidente,1446.72,3427.29,558.0,10.0,4423.38
2581,72,M,Secundaria,Norte,2146.94,4204.35,646.0,9.0,7559.23
2582,25,F,Universitario,Occidente,2135.17,2743.08,596.0,7.0,5766.75
2583,67,M,Secundaria,Sur,2604.23,5206.5,704.0,6.0,11030.51
2584,38,F,Universitario,Oriente,2770.27,5010.69,596.0,4.0,8111.6
2585,18,F,Universitario,Oriente,3748.45,6918.55,639.0,10.0,9889.82
2586,72,F,Primaria,Norte,1299.76,3820.6,,8.0,5881.47
2587,25,F,Tecnico,Norte,1431.42,2560.47,532.0,5.0,1707.86
2588,46,F,Tecnico,Centro,,2590.84,618.0,11.0,4973.88
2589,49,F,Primaria,Centro,1321.88,995.55,481.0,12.0,3458.86
2590,55,M,Postgrado,Centro,3968.84,6588.95,694.0,3.0,13634.57
2591,22,M,Secundaria,Sur,1960.06,2926.01,608.0,,3884.26
2592,64,M,Secundaria,Norte,1577.84,1315.0,491.0,14.0,3921.39
2593,39,M,Secundaria,Sur,2025.98,4183.98,538.0,5.0,7996.92
2594,64,F,Tecnico,Norte,5100.92,9585.41,688.0,2.0,
2595,51,M,Universitario,Centro,1764.66,3157.57,521.0,9.0,2792.55
2596,18,F,Tecnico,Norte,2696.82,4057.08,619.0,3.0,7943.03
2597,72,F,Universitario,Oriente,1872.52,3570.18,617.0,7.0,7548.46
2598,72,F,Universitario,,1663.77,3497.58,552.0,6.0,6303.29
2599,43,M,Secundaria,Norte,2869.45,6578.59,668.0,5.0,8926.83
2600,60,F,Secundaria,Oriente,1036.33,2143.95,465.0,6.0,1509.09
2601,27,M,Primaria,Occidente,1152.11,2442.55,479.0,5.0,2959.31
2602,47,M,Primaria,Occidente,845.96,1657.34,450.0,11.0,1012.82
2603,67,F,Primaria,Sur,3740.83,6578.51,670.0,4.0,15212.66
2604,35,F,Postgrado,Centro,3215.44,6413.39,585.0,8.0,10419.92
2605,34,M,Postgrado,Centro,1980.61,3523.27,527.0,7.0,
2606,43,F,Primaria,Centro,814.11,1348.41,408.0,9.0,500.0
2607,25,M,Secundaria,Sur,3768.9,6492.33,677.0,,11322.69
2608,64,M,Primaria,Centro,1137.79,1812.81,533.0,12.0,869.73
2609,57,M,Universitario,Sur,2383.45,4559.79,,6.0,6512.89
2610,66,F,Secundaria,Norte,3066.02,6017.01,719.0,8.0,15117.95
2611,29,F,Tecnico,Norte,3112.96,,566.0,3.0,8301.46
2612,44,M,Tecnico,Occidente,,2361.52,,3.0,2919.78
2613,25,M,Tecnico,Occidente,1217.01,1474.74,559.0,5.0,2782.2
2614,42,F,Secundaria,Oriente,1170.39,2610.9,562.0,3.0,5840.12
2615,63,M,Primaria,Centro,1079.38,3119.8,487.0,11.0,1013.93
2616,21,M,Primaria,Occidente,1674.04,3453.91,563.0,7.0,4663.51
2617,50,F,Secundaria,Norte,1466.23,2385.37,542.0,7.0,3102.01
2618,18,M,Universitario,Oriente,,4408.3,654.0,6.0,
2619,36,F,Secundaria,Norte,1486.62,1686.89,536.0,4.0,1790.63
2620,48,M,Secundaria,Sur,1177.64,2361.5,,8.0,1593.45
2621,33,F,Universitario,Oriente,4751.11,10814.03,656.0,7.0,18148.58
2622,31,M,Primaria,Occidente,858.58,842.27,449.0,4.0,500.0
2623,70,F,Primaria,Oriente,1282.5,2049.45,525.0,9.0,4194.14
2624,65,M,Universitario,Occidente,3314.73,5790.94,664.0,4.0,9860.3
2625,22,F,Tecnico,Sur,2344.13,3324.91,603.0,10.0,8240.74
2626,58,F,Secundaria,Sur,1299.66,1738.78,512.0,10.0,2245.44
2627,43,M,Universitario,Centro,,7118.06,593.0,4.0,
2628,45,M,Universitario,Norte,6337.3,12694.36,679.0,3.0,21344.24
2629,19,F,Primaria,Oriente,2579.39,5026.73,639.0,5.0,11138.31
2630,67,F,Tecnico,Occidente,,2011.14,,5.0,500.0
2631,23,M,Tecnico,Norte,,3674.73,548.0,7.0,2904.27
2632,26,M,Postgrado,Norte,2374.3,4551.44,576.0,4.0,6470.01
2633,50,F,Postgrado,Norte,4308.19,6322.58,623.0,14.0,12653.59
2634,58,M,Secundaria,Occidente,2485.99,5765.86,679.0,,7244.74
2635,42,F,Tecnico,Centro,1073.91,2756.41,527.0,9.0,3679.1
2636,65,F,Primaria,Centro,1855.11,3565.42,537.0,4.0,5909.85
2637,30,F,Primaria,Norte,,1060.55,525.0,5.0,2783.23
2638,26,M,Secundaria,Centro,1291.75,1159.15,528.0,11.0,2444.92
2639,70,M,Tecnico,Oriente,2411.17,3381.89,665.0,4.0,8011.83
2640,30,F,Tecnico,Occidente,1647.33,2414.58,566.0,6.0,6042.37
2641,48,F,Secundaria,Centro,2528.71,4845.58,,9.0,7370.29
2642,58,F,Universitario,Centro,2075.09,3535.87,,11.0,4765.62
2643,28,M,Universitario,Occidente,4255.34,7734.11,722.0,6.0,14919.66
2644,21,M,Universitario,Occidente,2280.32,4547.49,601.0,,5682.24
2645,51,M,Primaria,Centro,419.28,1802.61,362.0,3.0,755.25
2646,55,F,Universitario,Norte,1716.16,2585.53,,9.0,4459.86
2647,63,M,Universitario,Occidente,2386.2,2961.07,645.0,8.0,8474.51
2648,21,M,Primaria,Sur,,1805.01,543.0,7.0,
2649,55,M,Secundaria,Occidente,1472.65,3132.85,,7.0,1970.03
2650,36,M,Postgrado,Centro,2384.43,4961.51,591.0,12.0,6057.88
2651,23,F,Tecnico,Sur,3863.98,7642.94,675.0,1.0,12535.67
2652,51,F,Secundaria,Sur,2873.72,4616.87,679.0,6.0,8504.18
2653,35,M,Primaria,Occidente,,1499.41,467.0,5.0,1775.89
2654,30,M,Tecnico,Occidente,1203.8,,555.0,8.0,500.0
2655,58,M,Secundaria,Norte,1787.52,3818.03,616.0,6.0,5173.11
2656,40,M,Primaria,Sur,,604.85,583.0,8.0,1181.06
2657,36,M,Secundaria,Centro,432.84,739.53,451.0,,
2658,62,F,Primaria,Oriente,903.18,,,8.0,2529.03
2659,28,M,Universitario,Oriente,,4650.29,632.0,8.0,9304.96
2660,18,M,Postgrado,Occidente,3308.76,7130.24,576.0,11.0,7666.03
2661,41,M,Secundaria,Centro,985.28,665.93,462.0,8.0,5443.11
2662,71,F,Tecnico,Norte,1480.66,2582.86,576.0,10.0,3585.78
2663,24,F,Secundaria,Norte,1309.36,3403.33,563.0,12.0,2114.61
2664,42,F,Primaria,Centro,3801.25,6140.53,636.0,10.0,12090.18
2665,38,F,Postgrado,Centro,3330.03,5968.01,688.0,4.0,13305.99
2666,32,F,Primaria,Occidente,850.16,1922.27,480.0,6.0,
2667,18,M,Primaria,Centro,2575.14,3994.92,662.0,10.0,
2668,29,F,Secundaria,Sur,1898.43,2956.94,626.0,4.0,6656.65
2669,75,M,Tecnico,Occidente,1335.26,2644.49,560.0,5.0,4699.1
2670,24,M,Secundaria,Occidente,1460.38,3138.64,528.0,7.0,5464.07
2671,32,F,Secundaria,Sur,1349.88,3059.08,545.0,6.0,3741.23
2672,38,M,Universitario,Norte,3049.9,4715.97,684.0,3.0,8617.82
2673,36,F,Secundaria,Centro,842.32,216.74,523.0,4.0,3221.79
2674,46,M,Secundaria,Centro,884.96,2275.56,,11.0,1653.33
2675,42,F,Secundaria,Oriente,1336.99,3403.65,,8.0,5576.17
2676,50,F,Secundaria,Oriente,1026.05,3922.84,496.0,9.0,4795.36
2677,66,F,Secundaria,Sur,2484.68,6975.42,732.0,5.0,9685.21
2678,49,F,Tecnico,Occidente,1149.56,3477.95,496.0,6.0,1949.23
2679,66,F,Universitario,Oriente,7431.72,12549.43,716.0,8.0,26505.49
2680,52,F,Secundaria,Occidente,1429.57,2419.72,582.0,7.0,5102.94
2681,61,M,Primaria,Occidente,1321.78,2895.08,570.0,7.0,4959.85
2682,55,M,Primaria,Norte,1442.36,2966.8,501.0,8.0,1424.69
2683,43,F,Secundaria,Norte,1455.44,2485.27,543.0,4.0,6205.05
2684,28,F,Primaria,Centro,,4633.03,608.0,9.0,7871.01
2685,52,F,Secundaria,Sur,1634.26,2543.52,566.0,10.0,3932.28
2686,25,F,Primaria,Sur,,1831.55,519.0,6.0,2583.51
2687,63,F,Tecnico,Centro,1014.91,1888.13,521.0,6.0,
2688,31,M,Secundaria,,1751.21,3536.08,601.0,8.0,
2689,27,M,Primaria,Centro,,3604.83,578.0,6.0,1302.14
2690,19,M,Secundaria,Occidente,810.1,770.35,505.0,9.0,1395.9
2691,63,M,Secundaria,Centro,1316.83,129.3,580.0,8.0,3232.45
2692,26,F,Tecnico,Norte,2693.82,4478.3,632.0,5.0,8927.26
2693,20,F,Secundaria,Norte,978.9,1961.79,487.0,7.0,
2694,38,F,Primaria,Norte,808.87,1852.65,,10.0,1904.99
2695,43,M,Secundaria,Norte,,2037.62,531.0,8.0,
2696,25,M,Secundaria,Oriente,2622.0,4952.1,,5.0,11597.35
2697,65,M,Universitario,Norte,3795.75,7046.46,710.0,6.0,13462.0
2698,19,F,Postgrado,Oriente,5699.69,9728.2,758.0,,21299.25
2699,23,M,Primaria,Centro,739.1,1199.81,386.0,9.0,2591.27
2700,45,M,Tecnico,Norte,1346.58,1464.43,,7.0,602.59
2701,70,M,Secundaria,Oriente,,1063.97,549.0,2.0,
2702,46,M,Primaria,Centro,1054.36,2875.37,510.0,10.0,3781.29
2703,43,F,Primaria,Sur,848.25,1686.39,,9.0,500.0
2704,42,M,Universitario,Centro,2981.78,5095.24,652.0,4.0,10972.56
2705,29,M,Secundaria,Norte,702.41,1567.97,,10.0,2363.87
2706,22,M,Postgrado,Centro,3392.89,6479.63,659.0,8.0,11519.74
2707,51,M,Secundaria,Sur,,,579.0,4.0,9479.23
2708,65,F,Secundaria,Norte,1625.54,3998.29,546.0,11.0,5622.94
2709,54,F,Universitario,Sur,1690.54,3323.24,581.0,4.0,5267.21
2710,32,M,Universitario,Occidente,1323.18,4097.32,553.0,10.0,4607.37
2711,61,F,Universitario,Norte,2930.89,5202.58,651.0,8.0,10251.54
2712,53,M,Universitario,Occidente,5360.12,10618.91,672.0,7.0,17979.65
2713,32,F,Secundaria,Norte,1619.75,2490.68,573.0,6.0,5687.09
2714,60,M,Primaria,Oriente,1069.35,1967.99,,7.0,2444.21
2715,65,M,Secundaria,Oriente,1113.12,2540.29,535.0,12.0,2032.27
2716,40,F,Secundaria,Centro,769.03,1557.89,531.0,6.0,500.0
2717,23,F,Postgrado,Occidente,3593.15,6700.61,,9.0,10546.96
2718,63,F,Universitario,Centro,1216.6,,612.0,8.0,6009.8
2719,67,M,Universitario,Norte,3804.22,,705.0,6.0,11896.01
2720,61,M,Secundaria,Sur,2064.99,3795.14,,5.0,4514.84
2721,60,F,Tecnico,Occidente,1692.38,2571.38,648.0,6.0,5833.05
2722,62,M,Universitario,Occidente,,5973.15,664.0,11.0,12335.68
2723,38,M,Secundaria,Centro,,3931.47,523.0,12.0,7086.67
2724,40,M,Secundaria,Sur,1993.08,4272.81,564.0,6.0,5632.64
2725,60,M,Tecnico,Norte,2789.74,4936.15,,4.0,8491.3
2726,72,M,Tecnico,Centro,1700.96,2440.55,548.0,8.0,5758.9
2727,33,M,Postgrado,Sur,1810.01,2817.04,559.0,13.0,4117.81
2728,64,M,Secundaria,Centro,4326.37,7775.96,671.0,4.0,14515.33
2729,70,F,Primaria,Centro,1151.18,2005.8,,9.0,
2730,32,M,Secundaria,Occidente,,,598.0,8.0,2725.26
2731,42,M,Secundaria,Sur,1832.98,4059.82,572.0,3.0,3348.44
2732,53,F,Tecnico,Oriente,,2582.26,534.0,11.0,689.73
2733,28,F,Primaria,Centro,662.93,470.55,441.0,5.0,1015.3
2734,68,M,Postgrado,Occidente,2030.51,3497.1,560.0,10.0,7153.56
2735,32,F,Universitario,Norte,1577.08,3211.25,679.0,3.0,4518.32
2736,21,M,Primaria,Sur,1351.89,,573.0,6.0,4571.35
2737,38,F,Primaria,Oriente,871.2,1608.35,540.0,8.0,500.0
2738,30,M,Secundaria,Oriente,2232.62,,635.0,8.0,8025.81
2739,39,M,Universitario,Norte,2226.6,3746.37,556.0,7.0,7209.21
2740,36,F,Secundaria,Centro,1431.67,2569.42,,12.0,2339.36
2741,51,F,Primaria,Sur,1255.57,2733.68,545.0,3.0,3243.76
2742,31,M,Tecnico,Centro,1103.85,1994.62,549.0,2.0,2689.51
2743,21,M,Tecnico,Sur,3064.9,7612.36,655.0,7.0,10899.25
2744,65,M,Secundaria,Centro,,3799.53,549.0,5.0,6224.56
2745,70,F,Universitario,Centro,2344.37,4545.77,702.0,8.0,8707.98
2746,69,M,Postgrado,Norte,2741.09,4691.42,674.0,4.0,10583.35
2747,63,M,Primaria,Norte,977.02,1354.28,,11.0,3216.42
2748,44,M,Secundaria,Oriente,895.23,2419.76,484.0,12.0,5499.13
2749,46,F,Primaria,Centro,664.74,,,5.0,500.0
2750,64,F,Secundaria,Sur,860.28,2447.87,,5.0,624.01
2751,45,F,Primaria,Centro,1948.84,4437.99,592.0,5.0,4174.84
2752,52,M,Secundaria,Norte,1084.08,1856.56,523.0,9.0,4398.5
2753,25,F,Universitario,Centro,1430.06,3498.1,,6.0,3253.12
2754,33,F,Tecnico,Centro,3158.62,5456.05,677.0,6.0,
2755,59,F,Secundaria,Oriente,,2795.76,551.0,8.0,5121.27
2756,53,M,Primaria,Occidente,723.45,1709.21,437.0,13.0,500.0
2757,47,M,Tecnico,,2351.65,3936.58,653.0,4.0,7233.56
2758,35,F,Primaria,Sur,2277.4,4670.17,631.0,9.0,5224.26
2759,19,M,Secundaria,Sur,1944.16,3127.84,578.0,5.0,7556.51
2760,66,F,Secundaria,Occidente,1672.94,3231.69,546.0,8.0,7021.98
2761,30,F,Universitario,Sur,2894.31,7320.19,670.0,2.0,11108.67
2762,21,F,Primaria,Sur,1970.66,3931.7,579.0,9.0,5391.39
2763,43,F,Tecnico,Sur,3927.61,7939.06,668.0,10.0,12605.68
2764,42,F,Primaria,Oriente,,2138.74,444.0,15.0,3827.64
2765,47,M,Tecnico,Sur,1837.4,1721.5,532.0,7.0,5130.43
2766,28,M,Tecnico,Sur,,4063.69,645.0,6.0,
2767,24,M,Universitario,Oriente,2502.76,5601.54,580.0,5.0,5848.16
2768,48,M,Tecnico,Oriente,2313.12,3215.82,556.0,9.0,6628.11
